40.443605 , -79.942962 
40.443605 , -79.942957 
40.443605 , -79.942952 
40.443605 , -79.942947 
40.443605 , -79.942942 
40.443605 , -79.942937 
40.443605 , -79.942932 
40.443605 , -79.942927 
40.443605 , -79.942922 
40.443605 , -79.942917 
40.443610 , -79.942962 
40.443610 , -79.942957 
40.443610 , -79.942952 
40.443610 , -79.942947 
40.443610 , -79.942942 
40.443610 , -79.942937 
40.443610 , -79.942932 
40.443610 , -79.942927 
40.443610 , -79.942922 
40.443610 , -79.942917 
40.443615 , -79.942962 
40.443615 , -79.942957 
40.443615 , -79.942952 
40.443615 , -79.942947 
40.443615 , -79.942942 
40.443615 , -79.942937 
40.443615 , -79.942932 
40.443615 , -79.942927 
40.443615 , -79.942922 
40.443615 , -79.942917 
40.443620 , -79.942962 
40.443620 , -79.942957 
40.443620 , -79.942952 
40.443620 , -79.942947 
40.443620 , -79.942942 
40.443620 , -79.942937 
40.443620 , -79.942932 
40.443620 , -79.942927 
40.443620 , -79.942922 
40.443620 , -79.942917 
40.443625 , -79.942962 
40.443625 , -79.942957 
40.443625 , -79.942952 
40.443625 , -79.942947 
40.443625 , -79.942942 
40.443625 , -79.942937 
40.443625 , -79.942932 
40.443625 , -79.942927 
40.443625 , -79.942922 
40.443625 , -79.942917 
40.443630 , -79.942962 
40.443630 , -79.942957 
40.443630 , -79.942952 
40.443630 , -79.942947 
40.443630 , -79.942942 
40.443630 , -79.942937 
40.443630 , -79.942932 
40.443630 , -79.942927 
40.443630 , -79.942922 
40.443630 , -79.942917 
